2026-07-01T11:04:10-03:00,NVIDIA GeForce RTX 5060 Ti, 610.43.02, P0, 2820, 14126, 108.75, 57, 65, 4840, 16311
2026-07-01T11:04:15-03:00,NVIDIA GeForce RTX 5060 Ti, 610.43.02, P0, 2812, 14126, 117.19, 60, 72, 5037, 16311
2026-07-01T11:04:20-03:00,NVIDIA GeForce RTX 5060 Ti, 610.43.02, P0, 2790, 14126, 122.39, 62, 78, 5939, 16311
2026-07-01T11:04:25-03:00,NVIDIA GeForce RTX 5060 Ti, 610.43.02, P0, 2797, 14126, 121.07, 61, 77, 6093, 16311
2026-07-01T11:04:30-03:00,NVIDIA GeForce RTX 5060 Ti, 610.43.02, P0, 2797, 14126, 117.65, 61, 76, 6075, 16311
2026-07-01T11:04:35-03:00,NVIDIA GeForce RTX 5060 Ti, 610.43.02, P0, 2797, 14126, 124.88, 62, 76, 6933, 16311
2026-07-01T11:04:40-03:00,NVIDIA GeForce RTX 5060 Ti, 610.43.02, P0, 2805, 14126, 112.25, 59, 73, 7021, 16311
2026-07-01T11:04:45-03:00,NVIDIA GeForce RTX 5060 Ti, 610.43.02, P0, 2797, 14126, 115.87, 59, 74, 7021, 16311
2026-07-01T11:04:50-03:00,NVIDIA GeForce RTX 5060 Ti, 610.43.02, P0, 2797, 14126, 119.33, 59, 76, 7197, 16311
2026-07-01T11:04:55-03:00,NVIDIA GeForce RTX 5060 Ti, 610.43.02, P0, 2812, 14126, 119.69, 59, 74, 7197, 16311
2026-07-01T11:05:00-03:00,NVIDIA GeForce RTX 5060 Ti, 610.43.02, P0, 2797, 14126, 122.60, 60, 79, 7351, 16311
2026-07-01T11:05:05-03:00,NVIDIA GeForce RTX 5060 Ti, 610.43.02, P0, 2790, 14126, 133.34, 60, 85, 7461, 16311
2026-07-01T11:05:10-03:00,NVIDIA GeForce RTX 5060 Ti, 610.43.02, P0, 2812, 14126, 120.53, 59, 76, 7505, 16311
2026-07-01T11:05:16-03:00,NVIDIA GeForce RTX 5060 Ti, 610.43.02, P0, 2805, 14126, 121.10, 58, 75, 7505, 16311
2026-07-01T11:05:21-03:00,NVIDIA GeForce RTX 5060 Ti, 610.43.02, P0, 2797, 14126, 126.01, 60, 79, 7549, 16311
2026-07-01T11:05:26-03:00,NVIDIA GeForce RTX 5060 Ti, 610.43.02, P0, 2805, 14126, 122.98, 59, 72, 7549, 16311
2026-07-01T11:05:31-03:00,NVIDIA GeForce RTX 5060 Ti, 610.43.02, P0, 2805, 14126, 121.78, 57, 76, 7571, 16311
2026-07-01T11:05:36-03:00,NVIDIA GeForce RTX 5060 Ti, 610.43.02, P0, 2805, 14126, 121.12, 58, 74, 7571, 16311
2026-07-01T11:05:41-03:00,NVIDIA GeForce RTX 5060 Ti, 610.43.02, P0, 2805, 14126, 124.79, 58, 79, 7571, 16311
2026-07-01T11:05:46-03:00,NVIDIA GeForce RTX 5060 Ti, 610.43.02, P0, 2812, 14126, 111.54, 57, 70, 7615, 16311
2026-07-01T11:05:51-03:00,NVIDIA GeForce RTX 5060 Ti, 610.43.02, P0, 2812, 14126, 113.96, 56, 77, 7681, 16311
2026-07-01T11:05:56-03:00,NVIDIA GeForce RTX 5060 Ti, 610.43.02, P0, 2812, 14126, 113.15, 57, 73, 7681, 16311
2026-07-01T11:06:01-03:00,NVIDIA GeForce RTX 5060 Ti, 610.43.02, P0, 2812, 14126, 114.46, 58, 73, 7681, 16311
2026-07-01T11:06:06-03:00,NVIDIA GeForce RTX 5060 Ti, 610.43.02, P0, 2805, 14126, 115.83, 57, 74, 7681, 16311
2026-07-01T11:06:11-03:00,NVIDIA GeForce RTX 5060 Ti, 610.43.02, P0, 2812, 14126, 114.81, 56, 78, 7681, 16311
2026-07-01T11:06:16-03:00,NVIDIA GeForce RTX 5060 Ti, 610.43.02, P0, 2805, 14126, 117.77, 58, 76, 7681, 16311
2026-07-01T11:06:21-03:00,NVIDIA GeForce RTX 5060 Ti, 610.43.02, P0, 2805, 14126, 124.36, 58, 81, 7769, 16311
2026-07-01T11:06:27-03:00,NVIDIA GeForce RTX 5060 Ti, 610.43.02, P0, 2805, 14126, 122.34, 58, 78, 7791, 16311
2026-07-01T11:06:32-03:00,NVIDIA GeForce RTX 5060 Ti, 610.43.02, P0, 2820, 14126, 116.20, 52, 75, 7792, 16311
2026-07-01T11:06:37-03:00,NVIDIA GeForce RTX 5060 Ti, 610.43.02, P0, 2820, 14126, 112.40, 56, 68, 7791, 16311
2026-07-01T11:06:42-03:00,NVIDIA GeForce RTX 5060 Ti, 610.43.02, P0, 2805, 14126, 122.25, 58, 80, 7791, 16311
2026-07-01T11:06:47-03:00,NVIDIA GeForce RTX 5060 Ti, 610.43.02, P0, 2805, 14126, 123.88, 58, 88, 7857, 16311
2026-07-01T11:06:52-03:00,NVIDIA GeForce RTX 5060 Ti, 610.43.02, P0, 2812, 14126, 120.23, 57, 71, 7857, 16311
2026-07-01T11:06:57-03:00,NVIDIA GeForce RTX 5060 Ti, 610.43.02, P0, 2812, 14126, 122.29, 57, 75, 7857, 16311
2026-07-01T11:07:02-03:00,NVIDIA GeForce RTX 5060 Ti, 610.43.02, P0, 2812, 14126, 116.93, 58, 74, 7857, 16311
2026-07-01T11:07:07-03:00,NVIDIA GeForce RTX 5060 Ti, 610.43.02, P0, 2805, 14126, 119.31, 58, 75, 7857, 16311
2026-07-01T11:07:12-03:00,NVIDIA GeForce RTX 5060 Ti, 610.43.02, P0, 2805, 14126, 126.06, 58, 77, 7879, 16311
2026-07-01T11:07:17-03:00,NVIDIA GeForce RTX 5060 Ti, 610.43.02, P0, 2812, 14126, 113.37, 57, 73, 7879, 16311
2026-07-01T11:07:22-03:00,NVIDIA GeForce RTX 5060 Ti, 610.43.02, P0, 2805, 14126, 117.06, 57, 77, 7879, 16311
2026-07-01T11:07:27-03:00,NVIDIA GeForce RTX 5060 Ti, 610.43.02, P0, 2805, 14126, 117.24, 57, 74, 7879, 16311
2026-07-01T11:07:32-03:00,NVIDIA GeForce RTX 5060 Ti, 610.43.02, P0, 2805, 14126, 111.39, 57, 82, 7901, 16311
2026-07-01T11:07:37-03:00,NVIDIA GeForce RTX 5060 Ti, 610.43.02, P0, 2812, 14126, 110.95, 56, 79, 7923, 16311
2026-07-01T11:07:43-03:00,NVIDIA GeForce RTX 5060 Ti, 610.43.02, P0, 2812, 14126, 110.66, 56, 74, 7923, 16311
2026-07-01T11:07:48-03:00,NVIDIA GeForce RTX 5060 Ti, 610.43.02, P0, 2805, 14126, 121.57, 57, 79, 7923, 16311
2026-07-01T11:07:53-03:00,NVIDIA GeForce RTX 5060 Ti, 610.43.02, P0, 2805, 14126, 118.88, 57, 75, 7945, 16311
2026-07-01T11:07:58-03:00,NVIDIA GeForce RTX 5060 Ti, 610.43.02, P0, 2805, 14126, 120.72, 57, 76, 7945, 16311
2026-07-01T11:08:03-03:00,NVIDIA GeForce RTX 5060 Ti, 610.43.02, P0, 2805, 14126, 116.60, 57, 77, 7945, 16311
